refund_request_id,order_id,payment_id,customer_id,decision_time,reason_code,claimed_refund_amount_paise,gateway_authorized_execution_amount_paise,requested_quantity,returnless_requested,evidence_provided,is_refund_abuse_simulated,simulation_scenario,outcome_available_at,verification_result_simulated,partition,lane
v2_rr_0003190,ord_0011143,v2_pay_0003190,cus_20e2c1952dd78568,2010-07-25T16:42:42.114994302Z,missing,1859173,1859173,215,False,True,False,routine_legitimate,2010-08-12T16:42:42.114994302Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003191,ord_0010818,v2_pay_0003191,cus_c8d736864a1d4d71,2010-07-25T18:08:59.202036157Z,missing,1832862,1832862,180,False,False,False,verifier_unavailable,2010-08-09T18:08:59.202036157Z,verifier_unavailable,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003192,ord_0010575,v2_pay_0003192,cus_9714f728b5ea62f8,2010-07-25T18:34:53.864010402Z,not_received,450021,450021,63,False,False,False,routine_legitimate,2010-08-17T18:34:53.864010402Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003193,ord_0011153,v2_pay_0003193,cus_54cde5dbb60a5dcc,2010-07-25T19:03:03.207534811Z,missing,2021776,2021776,159,False,True,False,routine_legitimate,2010-08-12T19:03:03.207534811Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003194,ord_0010593,v2_pay_0003194,cus_960d1d0bb10b89af,2010-07-25T19:18:12.409507794Z,size,351914,351914,6,False,True,True,claim_reason_inconsistency,2010-08-16T19:18:12.409507794Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003195,ord_0010132,v2_pay_0003195,cus_4beca9e3b90ed4f2,2010-07-25T20:08:50.111889234Z,size,92433,92433,4,False,True,False,routine_legitimate,2010-08-17T20:08:50.111889234Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003196,ord_0010646,v2_pay_0003196,cus_73f610cdbb26fd6c,2010-07-25T23:33:33.522835688Z,other,287880,287880,96,False,False,False,routine_legitimate,2010-08-08T23:33:33.522835688Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003197,ord_0010632,v2_pay_0003197,cus_be026aa05de3dc0e,2010-07-25T23:52:41.668879897Z,size,238985,238985,48,True,True,False,routine_legitimate,2010-08-14T23:52:41.668879897Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003198,ord_0011017,v2_pay_0003198,cus_bd3b43e06f92197e,2010-07-26T00:58:04.663840184Z,damaged,1813248,1813248,74,False,True,False,genuine_product_defect_burst,2010-08-18T00:58:04.663840184Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003199,ord_0011038,v2_pay_0003199,cus_054ce4fea37f8b66,2010-07-26T02:44:07.994514992Z,not_received,264652,264652,13,False,False,True,supporting_entity_pattern,2010-08-16T02:44:07.994514992Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003200,ord_0010469,v2_pay_0003200,cus_3a30b117c22e1071,2010-07-26T04:09:08.800654218Z,missing,342622,342622,127,False,True,False,routine_legitimate,2010-08-13T04:09:08.800654218Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003201,ord_0010643,v2_pay_0003201,cus_55ca05e580dbc79f,2010-07-26T05:03:00.683070290Z,damaged,1080151,1080151,101,False,False,False,routine_legitimate,2010-08-18T05:03:00.683070290Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003202,ord_0011063,v2_pay_0003202,cus_1317bf4810bd6de1,2010-07-26T06:09:27.739512234Z,size,75958,75958,4,True,True,False,routine_legitimate,2010-08-18T06:09:27.739512234Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003203,ord_0010996,v2_pay_0003203,cus_9691e8c51865f146,2010-07-26T09:39:29.027738685Z,size,4167305,4167305,169,False,False,False,routine_legitimate,2010-08-09T09:39:29.027738685Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003204,ord_0010783,v2_pay_0003204,cus_7655940a907ddb0b,2010-07-26T09:46:50.062396246Z,damaged,1623862,1623862,65,False,True,False,routine_legitimate,2010-08-13T09:46:50.062396246Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003205,ord_0011211,v2_pay_0003205,cus_3cab0cfea41d0ef4,2010-07-26T11:47:59.920725862Z,missing,99855,99855,42,False,True,False,routine_legitimate,2010-08-09T11:47:59.920725862Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003206,ord_0010666,v2_pay_0003206,cus_0b39f76c13357c16,2010-07-26T14:30:52.714677915Z,missing,2697167,2697167,144,False,True,False,routine_legitimate,2010-08-09T14:30:52.714677915Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003207,ord_0011120,v2_pay_0003207,cus_1d8a06730b8610f4,2010-07-26T16:26:44.903985060Z,damaged,4386886,4386886,114,False,True,False,routine_legitimate,2010-08-13T16:26:44.903985060Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003208,ord_0011008,v2_pay_0003208,cus_0053b6c5c83a4b7d,2010-07-26T17:35:20.085423676Z,size,105375,105375,3,False,True,True,cross_category_escalation,2010-08-09T17:35:20.085423676Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003209,ord_0010627,v2_pay_0003209,cus_90db345094509670,2010-07-26T18:03:32.507118740Z,other,2906081,2906081,30,False,True,False,high_value_loyal_customer,2010-08-10T18:03:32.507118740Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003210,ord_0010509,v2_pay_0003210,cus_33d369602ce0add9,2010-07-26T18:55:38.702340964Z,damaged,2956569,2956569,136,False,True,False,routine_legitimate,2010-08-10T18:55:38.702340964Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003211,ord_0011146,v2_pay_0003211,cus_7655940a907ddb0b,2010-07-26T21:02:19.693577469Z,other,2146027,2146027,36,True,False,False,routine_legitimate,2010-08-17T21:02:19.693577469Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003212,ord_0010498,v2_pay_0003212,cus_95d71fd584bb5870,2010-07-26T21:12:03.431080392Z,missing,2703231,2703231,41,False,True,False,routine_legitimate,2010-08-10T21:12:03.431080392Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003213,ord_0010450,v2_pay_0003213,cus_54cde5dbb60a5dcc,2010-07-26T22:14:42.377455844Z,not_received,1379188,1379188,54,False,True,False,routine_legitimate,2010-08-14T22:14:42.377455844Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003214,ord_0010951,v2_pay_0003214,cus_be251c6257a24bd2,2010-07-26T23:53:33.927211014Z,not_received,989110,989110,354,False,False,False,routine_legitimate,2010-08-13T23:53:33.927211014Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003215,ord_0010962,v2_pay_0003215,cus_dd745c72860d9aeb,2010-07-27T00:16:27.751308110Z,not_received,926829,926829,43,False,True,False,first_time_refund,2010-08-15T00:16:27.751308110Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003216,ord_0010900,v2_pay_0003216,cus_39120a2ad4765382,2010-07-27T04:49:46.346663822Z,damaged,16289768,16289768,873,False,False,True,evidence_inconsistency,2010-08-17T04:49:46.346663822Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003217,ord_0010497,v2_pay_0003217,cus_11a5f69d375e268f,2010-07-27T05:07:12.614918806Z,missing,1685465,1685465,49,False,False,True,serial_false_claim,2010-08-19T05:07:12.614918806Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003218,ord_0010950,v2_pay_0003218,cus_c5a65988f09e983d,2010-07-27T06:02:17.346004706Z,damaged,4654689,4654689,257,False,True,False,routine_legitimate,2010-08-15T06:02:17.346004706Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003219,ord_0010688,v2_pay_0003219,cus_60fe815235874a83,2010-07-27T06:06:35.935607607Z,size,2192189,2192189,224,False,True,False,routine_legitimate,2010-08-17T06:06:35.935607607Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003220,ord_0011206,v2_pay_0003220,cus_fcb1c8fcbdc33a46,2010-07-27T06:40:28.795764214Z,missing,1931016,1931016,101,False,True,False,routine_legitimate,2010-08-13T06:40:28.795764214Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003221,ord_0010641,v2_pay_0003221,cus_0d607de6560d4e27,2010-07-27T09:44:31.509697268Z,not_received,1492638,1492638,12,False,False,False,routine_legitimate,2010-08-10T09:44:31.509697268Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003222,ord_0011237,v2_pay_0003222,cus_464f4ac9f79d4bc4,2010-07-27T10:11:17.125209477Z,damaged,1746018,1746018,26,False,True,False,routine_legitimate,2010-08-13T10:11:17.125209477Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003223,ord_0010376,v2_pay_0003223,cus_10b3182c2524a013,2010-07-27T13:55:33.187753542Z,damaged,1204484,1204484,95,True,True,False,cold_start_customer,2010-08-10T13:55:33.187753542Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003224,ord_0010539,v2_pay_0003224,cus_6ca6101b89234fae,2010-07-27T15:45:39.399782534Z,damaged,1335598,1335598,59,False,True,False,routine_legitimate,2010-08-11T15:45:39.399782534Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003225,ord_0010466,v2_pay_0003225,cus_8aa7d875f3475ffa,2010-07-27T15:51:33.715706077Z,not_received,1887642,1887642,123,False,True,True,repeated_claim_pattern,2010-08-14T15:51:33.715706077Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003226,ord_0010361,v2_pay_0003226,cus_3df512a70a614b09,2010-07-27T16:37:28.346879932Z,size,4116926,4116926,143,False,True,False,routine_legitimate,2010-08-15T16:37:28.346879932Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003227,ord_0010757,v2_pay_0003227,cus_81658f7768bf4ce6,2010-07-27T17:47:51.314389016Z,size,1369824,1369824,88,False,True,False,routine_legitimate,2010-08-14T17:47:51.314389016Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003228,ord_0010840,v2_pay_0003228,cus_39f3ab276aa51e3b,2010-07-27T20:02:48.026867306Z,missing,1836864,1836864,93,True,True,False,routine_legitimate,2010-08-13T20:02:48.026867306Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003229,ord_0010432,v2_pay_0003229,cus_c7a8bdb6c9e04294,2010-07-27T22:07:30.216421885Z,other,620213,620213,43,False,True,False,routine_legitimate,2010-08-13T22:07:30.216421885Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003230,ord_0010670,v2_pay_0003230,cus_55cd5dd7a944426f,2010-07-27T22:35:14.796842151Z,damaged,1597294,1597294,137,False,True,False,routine_legitimate,2010-08-14T22:35:14.796842151Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003231,ord_0010613,v2_pay_0003231,cus_a86d38f5223e5367,2010-07-28T02:21:53.075212506Z,damaged,22867,22867,2,False,False,False,unusual_legitimate_purchase,2010-08-19T02:21:53.075212506Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003232,ord_0011168,v2_pay_0003232,cus_e278fecceb866edf,2010-07-28T07:06:34.909182279Z,missing,147497,147497,7,False,True,False,routine_legitimate,2010-08-14T07:06:34.909182279Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003233,ord_0011133,v2_pay_0003233,cus_23888c62bd6f9539,2010-07-28T07:08:52.904861136Z,other,5919118,5919118,48,False,False,False,missing_evidence,2010-08-11T07:08:52.904861136Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003234,ord_0011105,v2_pay_0003234,cus_d5b6f32b6bda7e10,2010-07-28T11:17:13.318358124Z,missing,1799137,1799137,73,True,True,False,routine_legitimate,2010-08-15T11:17:13.318358124Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003235,ord_0010448,v2_pay_0003235,cus_75ee15c016e89d09,2010-07-28T11:29:08.043807450Z,missing,59666,59666,6,False,True,False,routine_legitimate,2010-08-15T11:29:08.043807450Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003236,ord_0011136,v2_pay_0003236,cus_7ca596803bff0a1d,2010-07-28T15:26:14.060086104Z,not_received,28125971,28125971,1096,False,True,True,peer_deviation,2010-08-18T15:26:14.060086104Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003237,ord_0010877,v2_pay_0003237,cus_4313ef64effbba15,2010-07-28T16:09:47.670143186Z,damaged,123772,123772,5,False,True,False,routine_legitimate,2010-08-12T16:09:47.670143186Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003238,ord_0010907,v2_pay_0003238,cus_40d0615e206c6c75,2010-07-28T17:45:37.487445695Z,damaged,1332445,1332445,51,False,False,False,verifier_unavailable,2010-08-17T17:45:37.487445695Z,verifier_unavailable,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003239,ord_0010618,v2_pay_0003239,cus_8dca8430b6f16d6a,2010-07-29T00:37:50.905814754Z,damaged,1441652,1441652,29,False,True,False,genuine_product_defect_burst,2010-08-17T00:37:50.905814754Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003240,ord_0010479,v2_pay_0003240,cus_3d7cbc90cd84d67f,2010-07-29T01:56:56.609328422Z,not_received,1243911,1243911,199,False,False,False,routine_legitimate,2010-08-19T01:56:56.609328422Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003241,ord_0010456,v2_pay_0003241,cus_7cbd0fcefb947bcb,2010-07-29T03:57:07.845850768Z,damaged,728856,728856,199,True,True,False,routine_legitimate,2010-08-21T03:57:07.845850768Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003242,ord_0010457,v2_pay_0003242,cus_7cbd0fcefb947bcb,2010-07-29T06:17:18.617617814Z,missing,879,879,1,True,False,True,claim_timing,2010-08-19T06:17:18.617617814Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003243,ord_0010812,v2_pay_0003243,cus_83dd3d2680c812c1,2010-07-29T07:48:43.124791136Z,damaged,232828,232828,7,False,True,False,routine_legitimate,2010-08-19T07:48:43.124791136Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003244,ord_0011355,v2_pay_0003244,cus_00a2278ab760401b,2010-07-29T08:54:23.283142039Z,damaged,62504,62504,1,False,True,True,claim_reason_inconsistency,2010-08-13T08:54:23.283142039Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003245,ord_0010321,v2_pay_0003245,cus_64d566d6edc992bb,2010-07-29T09:07:22.766484891Z,damaged,8734053,8734053,81,True,True,False,routine_legitimate,2010-08-19T09:07:22.766484891Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003246,ord_0010541,v2_pay_0003246,cus_df1c49f3ca393297,2010-07-29T11:41:43.107094947Z,size,48845,48845,8,False,True,False,routine_legitimate,2010-08-12T11:41:43.107094947Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003247,ord_0010492,v2_pay_0003247,cus_3ce652cda01280dc,2010-07-29T15:33:27.888042958Z,size,1299039,1299039,270,False,False,False,routine_legitimate,2010-08-19T15:33:27.888042958Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003248,ord_0010882,v2_pay_0003248,cus_32bf0d3219ff5316,2010-07-29T15:46:18.273131703Z,not_received,500004,500004,42,False,True,False,routine_legitimate,2010-08-14T15:46:18.273131703Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003249,ord_0010704,v2_pay_0003249,cus_81e5b21b86539003,2010-07-29T16:12:22.764846583Z,size,470998,470998,99,True,True,False,routine_legitimate,2010-08-17T16:12:22.764846583Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003250,ord_0011158,v2_pay_0003250,cus_b731f0634413e3f3,2010-07-29T17:17:33.178862306Z,size,1063854,1063854,8,False,False,False,routine_legitimate,2010-08-14T17:17:33.178862306Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003251,ord_0010477,v2_pay_0003251,cus_5ff43aa7bc98af3d,2010-07-29T20:15:05.839668915Z,damaged,964713,964713,167,False,True,False,high_value_loyal_customer,2010-08-20T20:15:05.839668915Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003252,ord_0011124,v2_pay_0003252,cus_324ba1d59d1eb343,2010-07-30T00:12:58.303559802Z,size,4582729,4582729,69,False,False,False,routine_legitimate,2010-08-19T00:12:58.303559802Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003253,ord_0010414,v2_pay_0003253,cus_54cde5dbb60a5dcc,2010-07-30T02:37:52.561968990Z,damaged,1961597,1961597,87,True,False,False,routine_legitimate,2010-08-20T02:37:52.561968990Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003254,ord_0010848,v2_pay_0003254,cus_17b44ca66f03d834,2010-07-30T06:00:42.582682788Z,not_received,252901,252901,2,False,True,False,routine_legitimate,2010-08-20T06:00:42.582682788Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003255,ord_0010916,v2_pay_0003255,cus_83e4a0b706dee4d1,2010-07-30T06:27:15.004623822Z,not_received,1933271,1933271,39,True,True,False,first_time_refund,2010-08-18T06:27:15.004623822Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003256,ord_0010598,v2_pay_0003256,cus_8d62f59a2efdb269,2010-07-30T07:37:39.415514335Z,missing,2975619,2975619,172,False,True,False,routine_legitimate,2010-08-14T07:37:39.415514335Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003257,ord_0010801,v2_pay_0003257,cus_01c047b6a05bbb1a,2010-07-30T07:38:31.009571530Z,not_received,1064899,1064899,323,False,False,False,routine_legitimate,2010-08-13T07:38:31.009571530Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003258,ord_0010824,v2_pay_0003258,cus_61f8987998de6b9e,2010-07-30T08:54:39.405510085Z,not_received,1603544,1603544,62,True,True,False,routine_legitimate,2010-08-21T08:54:39.405510085Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003259,ord_0011426,v2_pay_0003259,cus_9ccfb8569bf7efe1,2010-07-30T10:47:09.766218320Z,damaged,2018118,2018118,67,False,False,False,routine_legitimate,2010-08-13T10:47:09.766218320Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003260,ord_0010896,v2_pay_0003260,cus_976603b8e9133def,2010-07-30T11:49:00.451719478Z,other,1136909,1136909,124,False,True,False,routine_legitimate,2010-08-21T11:49:00.451719478Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003261,ord_0010387,v2_pay_0003261,cus_7236d4c08b80cb14,2010-07-30T15:27:28.316234074Z,damaged,17504,17504,4,False,True,True,supporting_entity_pattern,2010-08-20T15:27:28.316234074Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003262,ord_0010524,v2_pay_0003262,cus_16c0f518cdc65ff4,2010-07-30T19:49:20.006971128Z,damaged,2580168,2580168,231,True,True,True,cross_category_escalation,2010-08-17T19:49:20.006971128Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003263,ord_0011154,v2_pay_0003263,cus_20f17b9d6706f69e,2010-07-30T21:20:49.733169831Z,not_received,1957098,1957098,179,False,True,False,routine_legitimate,2010-08-16T21:20:49.733169831Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003264,ord_0011372,v2_pay_0003264,cus_d174b22a46105d54,2010-07-30T21:51:46.081738491Z,missing,205510,205510,63,False,True,True,evidence_inconsistency,2010-08-22T21:51:46.081738491Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003265,ord_0011390,v2_pay_0003265,cus_4b194a7e2dd74be9,2010-07-31T00:11:24.791216162Z,size,1547028,1547028,535,False,False,False,routine_legitimate,2010-08-23T00:11:24.791216162Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003266,ord_0010729,v2_pay_0003266,cus_c0791c8739e676d0,2010-07-31T00:31:35.248318495Z,missing,30236,30236,1,False,True,False,cold_start_customer,2010-08-16T00:31:35.248318495Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003267,ord_0010422,v2_pay_0003267,cus_54cde5dbb60a5dcc,2010-07-31T01:34:44.285840192Z,missing,3387305,3387305,271,False,True,True,serial_false_claim,2010-08-20T01:34:44.285840192Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003268,ord_0010904,v2_pay_0003268,cus_d174b22a46105d54,2010-07-31T02:45:08.133041714Z,not_received,109642,109642,1,False,True,False,routine_legitimate,2010-08-22T02:45:08.133041714Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003269,ord_0011231,v2_pay_0003269,cus_282b8132feb87c5c,2010-07-31T09:06:27.724015453Z,not_received,1544580,1544580,90,True,True,False,routine_legitimate,2010-08-23T09:06:27.724015453Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003270,ord_0010861,v2_pay_0003270,cus_ca35689f2816e431,2010-07-31T12:26:53.609937072Z,size,1773264,1773264,31,False,True,False,routine_legitimate,2010-08-15T12:26:53.609937072Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003271,ord_0011360,v2_pay_0003271,cus_6812ec5f388f8fe7,2010-07-31T14:15:59.786160092Z,size,1254819,1254819,215,False,True,False,routine_legitimate,2010-08-23T14:15:59.786160092Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003272,ord_0010537,v2_pay_0003272,cus_690587c6282037fa,2010-07-31T15:06:37.207953379Z,damaged,1819932,1819932,174,False,True,False,routine_legitimate,2010-08-15T15:06:37.207953379Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003273,ord_0011408,v2_pay_0003273,cus_bf39e719f461fca4,2010-07-31T15:37:06.572324209Z,other,54847,54847,6,False,True,False,routine_legitimate,2010-08-18T15:37:06.572324209Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003274,ord_0010928,v2_pay_0003274,cus_594194fbc21f936b,2010-07-31T15:40:10.378567012Z,size,514731,514731,259,True,True,False,routine_legitimate,2010-08-17T15:40:10.378567012Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003275,ord_0010915,v2_pay_0003275,cus_73c6a6f5f7f59b41,2010-07-31T16:32:59.734885958Z,other,57529,57529,3,True,False,True,repeated_claim_pattern,2010-08-15T16:32:59.734885958Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003276,ord_0011145,v2_pay_0003276,cus_6d63b7d7ef818092,2010-07-31T17:18:31.600781084Z,size,517159,517159,145,False,True,False,routine_legitimate,2010-08-16T17:18:31.600781084Z,inconsistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003277,ord_0011188,v2_pay_0003277,cus_3df512a70a614b09,2010-07-31T17:58:50.111598180Z,other,3479812,3479812,137,False,False,False,routine_legitimate,2010-08-23T17:58:50.111598180Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003278,ord_0010914,v2_pay_0003278,cus_1468e23ed7d1bf0e,2010-07-31T21:37:16.035199147Z,damaged,387284,387284,3,False,True,False,unusual_legitimate_purchase,2010-08-17T21:37:16.035199147Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003279,ord_0010855,v2_pay_0003279,cus_9dc540730b288ac2,2010-08-01T01:07:36.261804087Z,missing,814217,814217,16,False,True,False,routine_legitimate,2010-08-20T01:07:36.261804087Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003280,ord_0010658,v2_pay_0003280,cus_9354eb89c8534314,2010-08-01T01:31:21.556659376Z,damaged,1956815,1956815,55,False,False,False,routine_legitimate,2010-08-20T01:31:21.556659376Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003281,ord_0011385,v2_pay_0003281,cus_c1318074cb883a45,2010-08-01T02:21:21.537133899Z,other,882850,882850,184,False,False,False,missing_evidence,2010-08-21T02:21:21.537133899Z,evidence_inconclusive,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003282,ord_0010885,v2_pay_0003282,cus_5ddcc4eedf0bdf2d,2010-08-01T04:58:53.498338305Z,missing,55795,55795,8,False,False,False,routine_legitimate,2010-08-16T04:58:53.498338305Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003283,ord_0010992,v2_pay_0003283,cus_7d9985200ab69361,2010-08-01T05:27:31.545956121Z,missing,70789329,70789329,1492,False,False,False,verifier_unavailable,2010-08-17T05:27:31.545956121Z,verifier_unavailable,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003284,ord_0010413,v2_pay_0003284,cus_54cde5dbb60a5dcc,2010-08-01T08:11:22.093728020Z,damaged,1327378,1327378,134,True,False,False,routine_legitimate,2010-08-20T08:11:22.093728020Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003285,ord_0010740,v2_pay_0003285,cus_b8e7b54b7dda87e3,2010-08-01T08:23:53.027578391Z,not_received,1241654,1241654,47,False,True,False,routine_legitimate,2010-08-18T08:23:53.027578391Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
v2_rr_0003286,ord_0010570,v2_pay_0003286,cus_5b0b2964cdc63407,2010-08-01T08:32:47.486096859Z,missing,1225404,1225404,10,False,True,False,routine_legitimate,2010-08-16T08:32:47.486096859Z,consistent,train,ML_ELIGIBLE_AMBIGUOUS_CLAIM
