refund_request_id,is_refund_abuse_simulated,simulation_scenario,outcome_available_at,verification_result_simulated
v2_rr_0010179,False,verifier_unavailable,2011-10-28T15:26:17.532343348Z,verifier_unavailable
v2_rr_0010180,False,routine_legitimate,2011-10-23T16:24:23.429692675Z,consistent
v2_rr_0010181,False,routine_legitimate,2011-10-26T16:38:35.959580815Z,consistent
v2_rr_0010182,False,genuine_product_defect_burst,2011-10-29T16:56:32.916776647Z,consistent
v2_rr_0010183,False,routine_legitimate,2011-10-30T17:12:57.006997024Z,consistent
v2_rr_0010184,False,routine_legitimate,2011-10-25T17:22:09.509398574Z,consistent
v2_rr_0010185,False,routine_legitimate,2011-10-25T17:31:13.650870564Z,consistent
v2_rr_0010186,False,routine_legitimate,2011-10-31T17:47:44.662181564Z,consistent
v2_rr_0010187,False,routine_legitimate,2011-11-02T02:32:04.513448276Z,inconsistent
v2_rr_0010188,False,routine_legitimate,2011-11-01T02:32:43.523353183Z,consistent
v2_rr_0010189,False,routine_legitimate,2011-11-02T03:11:11.768014173Z,evidence_inconclusive
v2_rr_0010190,True,cross_category_escalation,2011-10-29T03:41:56.327108682Z,inconsistent
v2_rr_0010191,False,routine_legitimate,2011-10-27T04:25:44.081636623Z,consistent
v2_rr_0010192,False,routine_legitimate,2011-10-30T04:56:41.865712378Z,consistent
v2_rr_0010193,False,routine_legitimate,2011-10-30T05:31:07.384960874Z,consistent
v2_rr_0010194,False,high_value_loyal_customer,2011-10-24T08:04:34.010690204Z,consistent
v2_rr_0010195,False,routine_legitimate,2011-10-25T08:41:19.165252176Z,consistent
v2_rr_0010196,False,routine_legitimate,2011-10-27T10:16:29.541026946Z,consistent
v2_rr_0010197,False,first_time_refund,2011-10-26T10:57:47.404023170Z,consistent
v2_rr_0010198,False,routine_legitimate,2011-10-27T10:59:37.336693962Z,consistent
v2_rr_0010199,False,routine_legitimate,2011-10-31T12:46:31.207463844Z,consistent
v2_rr_0010200,True,evidence_inconsistency,2011-10-28T13:16:34.831968892Z,inconsistent
v2_rr_0010201,False,routine_legitimate,2011-10-26T14:41:56.293031972Z,consistent
v2_rr_0010202,False,routine_legitimate,2011-10-31T14:43:58.533331228Z,consistent
v2_rr_0010203,False,cold_start_customer,2011-10-25T14:46:09.363001488Z,consistent
v2_rr_0010204,False,routine_legitimate,2011-10-28T15:58:21.496999652Z,consistent
v2_rr_0010205,False,routine_legitimate,2011-10-28T18:08:40.465936335Z,consistent
v2_rr_0010206,False,routine_legitimate,2011-10-25T18:42:28.207529294Z,consistent
v2_rr_0010207,True,serial_false_claim,2011-10-25T20:24:47.082138458Z,consistent
v2_rr_0010208,False,routine_legitimate,2011-10-30T20:55:53.031559446Z,consistent
v2_rr_0010209,False,routine_legitimate,2011-10-29T22:31:57.968779584Z,consistent
v2_rr_0010210,False,unusual_legitimate_purchase,2011-11-02T23:56:46.164353699Z,consistent
v2_rr_0010211,True,repeated_claim_pattern,2011-10-25T00:05:16.257949642Z,inconsistent
v2_rr_0010212,False,routine_legitimate,2011-10-25T02:04:36.504303690Z,evidence_inconclusive
v2_rr_0010213,False,routine_legitimate,2011-10-31T02:09:10.843998894Z,consistent
v2_rr_0010214,False,routine_legitimate,2011-11-02T03:18:27.684384439Z,consistent
v2_rr_0010215,False,missing_evidence,2011-10-25T03:33:26.009257290Z,evidence_inconclusive
v2_rr_0010216,False,routine_legitimate,2011-11-03T05:04:42.589005033Z,consistent
v2_rr_0010217,False,routine_legitimate,2011-10-25T05:36:16.446089883Z,consistent
v2_rr_0010218,True,peer_deviation,2011-10-26T05:47:03.543089488Z,evidence_inconclusive
v2_rr_0010219,False,routine_legitimate,2011-11-01T05:56:21.538006930Z,consistent
v2_rr_0010220,False,verifier_unavailable,2011-10-26T09:44:40.636190649Z,verifier_unavailable
v2_rr_0010221,False,routine_legitimate,2011-11-01T12:00:56.852777738Z,consistent
v2_rr_0010222,False,routine_legitimate,2011-10-27T13:39:42.284802795Z,consistent
v2_rr_0010223,True,claim_timing,2011-11-01T15:40:26.875185844Z,inconsistent
v2_rr_0010224,False,genuine_product_defect_burst,2011-10-30T15:46:32.827290872Z,consistent
v2_rr_0010225,False,routine_legitimate,2011-10-26T16:51:43.095248908Z,consistent
v2_rr_0010226,False,high_value_loyal_customer,2011-11-01T18:37:32.789890520Z,consistent
v2_rr_0010227,False,routine_legitimate,2011-10-25T19:24:04.345739347Z,consistent
v2_rr_0010228,True,claim_reason_inconsistency,2011-10-26T20:22:54.706630546Z,inconsistent
v2_rr_0010229,False,routine_legitimate,2011-11-03T00:10:09.329273626Z,consistent
v2_rr_0010230,False,first_time_refund,2011-10-30T01:08:40.719294173Z,consistent
v2_rr_0010231,False,routine_legitimate,2011-10-27T01:21:50.057308600Z,consistent
v2_rr_0010232,False,routine_legitimate,2011-10-29T01:41:40.761402126Z,consistent
v2_rr_0010233,False,routine_legitimate,2011-11-01T02:41:41.712702513Z,consistent
v2_rr_0010234,False,routine_legitimate,2011-11-01T03:24:55.073461316Z,consistent
v2_rr_0010235,False,routine_legitimate,2011-10-26T04:18:08.544261878Z,evidence_inconclusive
v2_rr_0010236,False,routine_legitimate,2011-10-27T04:26:03.008943607Z,consistent
v2_rr_0010237,True,supporting_entity_pattern,2011-10-26T04:40:48.959120754Z,inconsistent
v2_rr_0010238,False,routine_legitimate,2011-11-03T06:01:12.229876621Z,consistent
v2_rr_0010239,False,cold_start_customer,2011-10-29T08:05:22.570242340Z,consistent
v2_rr_0010240,False,routine_legitimate,2011-10-31T08:39:05.628247028Z,consistent
v2_rr_0010241,False,routine_legitimate,2011-10-31T08:43:54.280504748Z,inconsistent
v2_rr_0010242,False,routine_legitimate,2011-11-04T10:59:15.310411852Z,consistent
v2_rr_0010243,True,cross_category_escalation,2011-11-01T11:56:10.782752556Z,inconsistent
v2_rr_0010244,False,routine_legitimate,2011-11-03T13:47:06.298896987Z,consistent
v2_rr_0010245,False,routine_legitimate,2011-10-29T13:49:08.556917461Z,consistent
v2_rr_0010246,False,routine_legitimate,2011-10-26T14:42:52.090708981Z,consistent
v2_rr_0010247,False,routine_legitimate,2011-10-29T17:28:53.660801990Z,consistent
v2_rr_0010248,False,routine_legitimate,2011-11-02T21:45:36.404008166Z,consistent
v2_rr_0010249,False,routine_legitimate,2011-10-29T00:56:35.476677313Z,consistent
v2_rr_0010250,True,evidence_inconsistency,2011-11-01T02:00:27.977782132Z,inconsistent
v2_rr_0010251,False,routine_legitimate,2011-10-31T02:37:21.960857090Z,evidence_inconclusive
v2_rr_0010252,False,routine_legitimate,2011-11-02T03:48:37.154486608Z,consistent
v2_rr_0010253,False,routine_legitimate,2011-11-01T04:19:02.777827266Z,consistent
v2_rr_0010254,False,routine_legitimate,2011-11-05T04:32:02.644775034Z,consistent
v2_rr_0010255,False,unusual_legitimate_purchase,2011-10-31T04:56:50.591213134Z,consistent
v2_rr_0010256,False,routine_legitimate,2011-10-30T06:05:00.156329136Z,consistent
v2_rr_0010257,True,serial_false_claim,2011-10-30T07:00:53.936060964Z,inconsistent
v2_rr_0010258,False,routine_legitimate,2011-10-30T07:37:40.765964922Z,consistent
v2_rr_0010259,False,routine_legitimate,2011-10-30T07:59:50.523168427Z,evidence_inconclusive
v2_rr_0010260,False,routine_legitimate,2011-10-31T13:08:49.936293530Z,consistent
v2_rr_0010261,False,routine_legitimate,2011-10-29T13:16:05.341028824Z,consistent
v2_rr_0010262,False,routine_legitimate,2011-11-02T14:03:51.321241040Z,consistent
v2_rr_0010263,False,routine_legitimate,2011-11-01T14:43:24.613258136Z,consistent
v2_rr_0010264,False,routine_legitimate,2011-11-05T15:03:53.725837303Z,consistent
v2_rr_0010265,False,routine_legitimate,2011-11-01T15:46:43.318677174Z,consistent
v2_rr_0010266,False,routine_legitimate,2011-11-04T16:13:01.213359123Z,consistent
v2_rr_0010267,False,routine_legitimate,2011-11-04T16:44:45.723964568Z,consistent
v2_rr_0010268,False,routine_legitimate,2011-11-02T16:47:50.266578221Z,consistent
v2_rr_0010269,False,routine_legitimate,2011-10-31T20:34:17.557012251Z,consistent
v2_rr_0010270,False,routine_legitimate,2011-11-02T21:51:20.902828586Z,consistent
v2_rr_0010271,False,routine_legitimate,2011-10-27T22:32:44.515415259Z,consistent
v2_rr_0010272,False,missing_evidence,2011-10-31T22:33:41.504370534Z,evidence_inconclusive
v2_rr_0010273,False,verifier_unavailable,2011-10-31T23:38:59.144476591Z,verifier_unavailable
v2_rr_0010274,False,routine_legitimate,2011-11-06T00:06:03.254284576Z,consistent
v2_rr_0010275,False,routine_legitimate,2011-11-02T03:09:23.887192797Z,consistent
v2_rr_0010276,False,genuine_product_defect_burst,2011-11-04T06:12:53.591405594Z,inconsistent
v2_rr_0010277,False,routine_legitimate,2011-10-28T07:01:09.145938595Z,consistent
v2_rr_0010278,False,routine_legitimate,2011-10-30T10:17:49.410133994Z,consistent
v2_rr_0010279,False,routine_legitimate,2011-11-01T11:05:09.606868815Z,consistent
v2_rr_0010280,False,routine_legitimate,2011-10-30T12:21:09.151755164Z,consistent
v2_rr_0010281,False,high_value_loyal_customer,2011-11-05T12:25:40.003229372Z,consistent
v2_rr_0010282,False,first_time_refund,2011-10-30T12:36:54.105949897Z,evidence_inconclusive
v2_rr_0010283,False,routine_legitimate,2011-11-05T12:38:11.120736970Z,consistent
v2_rr_0010284,False,cold_start_customer,2011-11-02T13:01:11.358677371Z,consistent
v2_rr_0010285,False,routine_legitimate,2011-11-04T17:10:01.130818570Z,consistent
v2_rr_0010286,False,routine_legitimate,2011-11-01T18:02:40.625705755Z,consistent
v2_rr_0010287,False,unusual_legitimate_purchase,2011-10-29T18:33:25.374499974Z,consistent
v2_rr_0010288,False,routine_legitimate,2011-11-01T20:46:06.856170459Z,consistent
v2_rr_0010289,False,routine_legitimate,2011-10-28T21:32:55.978038754Z,consistent
v2_rr_0010290,False,routine_legitimate,2011-11-06T23:22:02.375332182Z,consistent
v2_rr_0010291,False,missing_evidence,2011-10-31T05:50:04.661138091Z,evidence_inconclusive
v2_rr_0010292,False,routine_legitimate,2011-11-02T09:37:48.939625146Z,consistent
v2_rr_0010293,False,routine_legitimate,2011-10-31T10:28:47.477364103Z,consistent
v2_rr_0010294,False,verifier_unavailable,2011-10-31T10:51:11.073281553Z,verifier_unavailable
v2_rr_0010295,True,repeated_claim_pattern,2011-11-05T10:54:55.158590367Z,inconsistent
v2_rr_0010296,False,genuine_product_defect_burst,2011-11-01T12:05:33.123820659Z,consistent
v2_rr_0010297,False,routine_legitimate,2011-11-01T12:17:22.519508074Z,consistent
v2_rr_0010298,True,peer_deviation,2011-10-30T15:06:25.093876461Z,inconsistent
v2_rr_0010299,False,routine_legitimate,2011-11-01T15:20:35.834605514Z,consistent
v2_rr_0010300,False,routine_legitimate,2011-11-05T15:45:58.387243840Z,consistent
v2_rr_0010301,False,high_value_loyal_customer,2011-11-01T17:12:38.049758953Z,consistent
v2_rr_0010302,False,routine_legitimate,2011-10-30T17:30:30.212892783Z,consistent
v2_rr_0010303,False,routine_legitimate,2011-11-05T20:08:05.397521085Z,consistent
v2_rr_0010304,True,claim_timing,2011-11-05T20:09:19.477294293Z,inconsistent
v2_rr_0010305,False,routine_legitimate,2011-11-06T21:24:10.221551826Z,consistent
v2_rr_0010306,False,first_time_refund,2011-11-07T00:58:54.872307484Z,consistent
v2_rr_0010307,False,routine_legitimate,2011-10-31T01:08:19.539682818Z,consistent
v2_rr_0010308,False,routine_legitimate,2011-11-07T02:10:17.781477595Z,consistent
v2_rr_0010309,False,cold_start_customer,2011-11-02T02:35:28.644054580Z,consistent
v2_rr_0010310,False,routine_legitimate,2011-11-03T03:00:11.069659354Z,consistent
v2_rr_0010311,False,routine_legitimate,2011-11-07T03:36:53.039271729Z,consistent
v2_rr_0010312,False,routine_legitimate,2011-11-06T06:42:23.410717044Z,consistent
v2_rr_0010313,True,claim_reason_inconsistency,2011-11-01T08:02:27.724545771Z,inconsistent
v2_rr_0010314,False,routine_legitimate,2011-11-02T08:28:10.361433912Z,consistent
v2_rr_0010315,False,routine_legitimate,2011-11-04T09:08:02.688081859Z,consistent
v2_rr_0010316,False,unusual_legitimate_purchase,2011-11-02T09:22:57.681709119Z,consistent
v2_rr_0010317,False,routine_legitimate,2011-11-04T11:00:17.926703730Z,evidence_inconclusive
v2_rr_0010318,False,routine_legitimate,2011-11-06T11:51:09.891943549Z,consistent
v2_rr_0010319,False,routine_legitimate,2011-11-04T12:10:12.015609756Z,consistent
v2_rr_0010320,True,supporting_entity_pattern,2011-11-04T14:23:05.702687250Z,inconsistent
v2_rr_0010321,False,routine_legitimate,2011-11-07T14:50:17.440964539Z,consistent
v2_rr_0010322,False,routine_legitimate,2011-11-08T18:21:35.144894356Z,evidence_inconclusive
v2_rr_0010323,False,routine_legitimate,2011-10-30T19:05:08.756820227Z,consistent
v2_rr_0010324,False,routine_legitimate,2011-11-03T19:36:37.828978764Z,consistent
v2_rr_0010325,False,missing_evidence,2011-11-05T19:54:45.358603148Z,evidence_inconclusive
v2_rr_0010326,False,routine_legitimate,2011-11-01T20:17:15.090352580Z,consistent
v2_rr_0010327,False,routine_legitimate,2011-11-08T22:53:08.368951958Z,consistent
v2_rr_0010328,False,routine_legitimate,2011-11-06T23:00:16.521967383Z,consistent
v2_rr_0010329,False,routine_legitimate,2011-11-01T00:35:16.625805514Z,consistent
v2_rr_0010330,True,cross_category_escalation,2011-11-05T04:47:48.989064964Z,inconsistent
v2_rr_0010331,False,routine_legitimate,2011-11-07T05:31:37.437339182Z,consistent
v2_rr_0010332,False,verifier_unavailable,2011-11-08T05:50:02.010155698Z,verifier_unavailable
v2_rr_0010333,False,routine_legitimate,2011-11-04T06:13:18.645819422Z,evidence_inconclusive
v2_rr_0010334,False,routine_legitimate,2011-11-01T06:59:51.697352233Z,consistent
v2_rr_0010335,False,routine_legitimate,2011-11-05T07:41:41.171797492Z,consistent
v2_rr_0010336,False,routine_legitimate,2011-11-06T07:42:58.221010076Z,consistent
v2_rr_0010337,False,routine_legitimate,2011-11-06T09:28:52.149433784Z,consistent
v2_rr_0010338,False,routine_legitimate,2011-11-04T09:35:37.448321318Z,consistent
v2_rr_0010339,False,routine_legitimate,2011-11-05T11:40:16.702965161Z,consistent
v2_rr_0010340,False,routine_legitimate,2011-10-31T11:48:56.801717704Z,consistent
v2_rr_0010341,False,genuine_product_defect_burst,2011-11-02T13:11:07.196312235Z,consistent
v2_rr_0010342,False,high_value_loyal_customer,2011-11-08T14:50:51.218639960Z,evidence_inconclusive
v2_rr_0010343,False,routine_legitimate,2011-11-06T18:14:22.838296938Z,consistent
v2_rr_0010344,False,first_time_refund,2011-11-01T18:51:45.783410174Z,consistent
v2_rr_0010345,False,cold_start_customer,2011-11-07T19:29:19.516190494Z,consistent
v2_rr_0010346,False,routine_legitimate,2011-11-03T20:38:31.335371198Z,consistent
v2_rr_0010347,False,routine_legitimate,2011-10-31T20:54:06.799524304Z,evidence_inconclusive
v2_rr_0010348,False,routine_legitimate,2011-11-08T21:46:45.802577922Z,consistent
v2_rr_0010349,False,routine_legitimate,2011-11-03T21:59:19.994833147Z,consistent
v2_rr_0010350,False,routine_legitimate,2011-11-06T22:45:41.776521192Z,consistent
v2_rr_0010351,False,routine_legitimate,2011-11-02T22:58:15.653668570Z,evidence_inconclusive
v2_rr_0010352,False,routine_legitimate,2011-11-04T00:05:28.266286150Z,consistent
v2_rr_0010353,True,evidence_inconsistency,2011-11-10T03:02:53.208701266Z,inconsistent
v2_rr_0010354,False,routine_legitimate,2011-11-04T04:05:21.425790601Z,consistent
v2_rr_0010355,False,routine_legitimate,2011-11-01T04:15:36.087613146Z,consistent
v2_rr_0010356,False,routine_legitimate,2011-11-04T05:19:49.169559446Z,consistent
v2_rr_0010357,False,routine_legitimate,2011-11-01T06:13:37.694886216Z,evidence_inconclusive
v2_rr_0010358,False,routine_legitimate,2011-11-02T07:02:52.020509143Z,consistent
v2_rr_0010359,False,unusual_legitimate_purchase,2011-11-08T07:20:32.412911959Z,consistent
v2_rr_0010360,False,routine_legitimate,2011-11-01T09:36:06.105348768Z,inconsistent
v2_rr_0010361,False,missing_evidence,2011-11-07T10:31:50.464557925Z,evidence_inconclusive
v2_rr_0010362,False,routine_legitimate,2011-11-05T14:06:08.982519438Z,consistent
v2_rr_0010363,False,routine_legitimate,2011-11-05T15:23:25.596270502Z,consistent
v2_rr_0010364,True,serial_false_claim,2011-11-07T16:32:35.182124018Z,consistent
v2_rr_0010365,True,repeated_claim_pattern,2011-11-03T17:14:38.573293858Z,inconsistent
v2_rr_0010366,False,verifier_unavailable,2011-11-06T18:25:11.640825262Z,verifier_unavailable
v2_rr_0010367,False,genuine_product_defect_burst,2011-11-07T20:17:32.238858310Z,consistent
v2_rr_0010368,False,routine_legitimate,2011-11-07T00:14:01.036078022Z,consistent
v2_rr_0010369,False,routine_legitimate,2011-11-07T01:06:00.112221510Z,consistent
v2_rr_0010370,False,high_value_loyal_customer,2011-11-04T01:33:36.510817018Z,consistent
v2_rr_0010371,False,first_time_refund,2011-11-07T02:06:44.536881202Z,consistent
v2_rr_0010372,False,cold_start_customer,2011-11-03T04:05:18.226634426Z,consistent
v2_rr_0010373,False,routine_legitimate,2011-11-02T06:12:41.302116697Z,consistent
v2_rr_0010374,False,unusual_legitimate_purchase,2011-11-10T08:19:11.657041371Z,evidence_inconclusive
v2_rr_0010375,False,routine_legitimate,2011-11-04T09:05:05.528293324Z,consistent
v2_rr_0010376,False,routine_legitimate,2011-11-09T09:29:56.860152777Z,consistent
v2_rr_0010377,False,routine_legitimate,2011-11-02T09:38:04.881261086Z,consistent
v2_rr_0010378,False,routine_legitimate,2011-11-09T09:59:49.820406333Z,consistent
v2_rr_0010379,False,routine_legitimate,2011-11-04T10:28:33.835879603Z,consistent
v2_rr_0010380,False,routine_legitimate,2011-11-10T10:53:05.376486951Z,consistent
v2_rr_0010381,False,missing_evidence,2011-11-11T11:00:17.746205798Z,evidence_inconclusive
v2_rr_0010382,False,routine_legitimate,2011-11-10T11:38:05.811052380Z,consistent
v2_rr_0010383,False,routine_legitimate,2011-11-10T11:41:45.330043201Z,inconsistent
v2_rr_0010384,False,verifier_unavailable,2011-11-06T13:33:07.218101888Z,verifier_unavailable
v2_rr_0010385,False,routine_legitimate,2011-11-05T16:06:20.033598182Z,consistent
v2_rr_0010386,True,peer_deviation,2011-11-09T16:30:51.098306557Z,consistent
v2_rr_0010387,False,routine_legitimate,2011-11-07T19:53:49.313225072Z,consistent
v2_rr_0010388,False,routine_legitimate,2011-11-08T21:52:46.934302154Z,consistent
v2_rr_0010389,False,routine_legitimate,2011-11-12T01:00:53.854039406Z,consistent
v2_rr_0010390,False,routine_legitimate,2011-11-04T01:52:06.044926161Z,evidence_inconclusive
v2_rr_0010391,True,claim_timing,2011-11-05T02:44:28.284849232Z,inconsistent
v2_rr_0010392,False,routine_legitimate,2011-11-07T04:16:14.170355273Z,consistent
v2_rr_0010393,False,routine_legitimate,2011-11-03T04:39:54.463395293Z,consistent
v2_rr_0010394,False,routine_legitimate,2011-11-03T04:45:22.287419816Z,consistent
v2_rr_0010395,False,routine_legitimate,2011-11-07T05:00:22.329470216Z,consistent
v2_rr_0010396,True,claim_reason_inconsistency,2011-11-08T07:43:13.052592373Z,inconsistent
v2_rr_0010397,False,routine_legitimate,2011-11-07T07:45:14.647518117Z,consistent
v2_rr_0010398,False,genuine_product_defect_burst,2011-11-07T07:50:17.456127584Z,consistent
v2_rr_0010399,False,routine_legitimate,2011-11-09T08:00:47.309375241Z,evidence_inconclusive
v2_rr_0010400,False,routine_legitimate,2011-11-07T08:21:31.654515823Z,consistent
v2_rr_0010401,False,high_value_loyal_customer,2011-11-12T09:30:04.107926317Z,consistent
v2_rr_0010402,False,routine_legitimate,2011-11-09T09:30:46.074824424Z,consistent
v2_rr_0010403,False,routine_legitimate,2011-11-11T10:10:36.017360464Z,consistent
v2_rr_0010404,False,first_time_refund,2011-11-07T12:31:14.433854834Z,consistent
v2_rr_0010405,False,routine_legitimate,2011-11-12T12:32:32.940397342Z,consistent
v2_rr_0010406,False,routine_legitimate,2011-11-08T12:48:06.119728467Z,consistent
v2_rr_0010407,False,cold_start_customer,2011-11-05T16:51:17.639286253Z,consistent
v2_rr_0010408,True,supporting_entity_pattern,2011-11-10T17:11:43.073461485Z,inconsistent
v2_rr_0010409,False,routine_legitimate,2011-11-11T18:10:43.084321104Z,consistent
v2_rr_0010410,False,routine_legitimate,2011-11-06T19:03:23.990948200Z,consistent
v2_rr_0010411,False,routine_legitimate,2011-11-12T22:12:19.198121208Z,consistent
v2_rr_0010412,False,routine_legitimate,2011-11-08T22:49:53.044077847Z,consistent
v2_rr_0010413,False,routine_legitimate,2011-11-08T01:37:31.672658318Z,consistent
v2_rr_0010414,False,routine_legitimate,2011-11-10T02:41:14.089388342Z,consistent
v2_rr_0010415,False,routine_legitimate,2011-11-10T02:43:59.435472792Z,consistent
v2_rr_0010416,False,routine_legitimate,2011-11-10T03:08:39.795269098Z,consistent
v2_rr_0010417,False,routine_legitimate,2011-11-08T04:14:08.766135170Z,consistent
v2_rr_0010418,False,routine_legitimate,2011-11-06T04:33:44.499879732Z,consistent
v2_rr_0010419,False,routine_legitimate,2011-11-07T07:01:20.636407473Z,evidence_inconclusive
v2_rr_0010420,False,routine_legitimate,2011-11-10T07:22:59.297188166Z,consistent
v2_rr_0010421,False,routine_legitimate,2011-11-06T07:31:47.307212465Z,consistent
v2_rr_0010422,False,routine_legitimate,2011-11-11T07:49:03.255789162Z,consistent
v2_rr_0010423,False,routine_legitimate,2011-11-13T07:50:53.609362486Z,consistent
v2_rr_0010424,False,routine_legitimate,2011-11-07T08:04:22.149972801Z,consistent
v2_rr_0010425,False,routine_legitimate,2011-11-11T09:48:14.267638447Z,consistent
v2_rr_0010426,False,routine_legitimate,2011-11-11T10:42:23.957024071Z,consistent
v2_rr_0010427,False,routine_legitimate,2011-11-08T11:57:18.033792032Z,consistent
v2_rr_0010428,False,routine_legitimate,2011-11-11T12:02:36.994611231Z,consistent
v2_rr_0010429,False,routine_legitimate,2011-11-10T18:12:06.085052160Z,consistent
v2_rr_0010430,True,cross_category_escalation,2011-11-12T18:51:15.811028875Z,consistent
v2_rr_0010431,False,routine_legitimate,2011-11-13T23:01:41.837992340Z,consistent
v2_rr_0010432,False,routine_legitimate,2011-11-08T23:46:15.315157171Z,consistent
v2_rr_0010433,False,routine_legitimate,2011-11-13T00:33:46.702722690Z,consistent
v2_rr_0010434,False,routine_legitimate,2011-11-11T00:40:05.342565326Z,consistent
v2_rr_0010435,False,routine_legitimate,2011-11-07T02:20:02.374436191Z,consistent
v2_rr_0010436,False,routine_legitimate,2011-11-08T02:44:52.763463540Z,inconsistent
v2_rr_0010437,False,routine_legitimate,2011-11-10T03:46:17.237052361Z,evidence_inconclusive
v2_rr_0010438,False,routine_legitimate,2011-11-08T03:57:48.831767373Z,consistent
v2_rr_0010439,False,routine_legitimate,2011-11-13T04:09:11.892158172Z,consistent
v2_rr_0010440,False,unusual_legitimate_purchase,2011-11-10T04:21:51.712717790Z,consistent
v2_rr_0010441,False,routine_legitimate,2011-11-05T04:50:27.848237530Z,consistent
v2_rr_0010442,False,routine_legitimate,2011-11-06T05:11:44.706891784Z,consistent
v2_rr_0010443,True,evidence_inconsistency,2011-11-08T07:36:04.943570883Z,consistent
v2_rr_0010444,False,missing_evidence,2011-11-12T08:00:39.338090676Z,evidence_inconclusive
v2_rr_0010445,False,routine_legitimate,2011-11-06T08:19:36.527789575Z,consistent
v2_rr_0010446,False,routine_legitimate,2011-11-11T08:21:56.788666114Z,consistent
v2_rr_0010447,False,routine_legitimate,2011-11-13T09:39:54.195112512Z,consistent
v2_rr_0010448,False,routine_legitimate,2011-11-13T12:23:33.089651917Z,consistent
v2_rr_0010449,False,routine_legitimate,2011-11-10T12:25:40.906753492Z,evidence_inconclusive
v2_rr_0010450,True,serial_false_claim,2011-11-09T13:34:51.485411919Z,consistent
v2_rr_0010451,False,verifier_unavailable,2011-11-11T13:52:22.176756303Z,verifier_unavailable
v2_rr_0010452,False,routine_legitimate,2011-11-10T14:35:48.865951924Z,consistent
v2_rr_0010453,False,routine_legitimate,2011-11-10T15:48:34.710042608Z,consistent
v2_rr_0010454,False,routine_legitimate,2011-11-09T19:03:51.155122501Z,consistent
v2_rr_0010455,False,routine_legitimate,2011-11-05T20:51:47.858281005Z,consistent
v2_rr_0010456,False,routine_legitimate,2011-11-10T21:17:43.999879008Z,consistent
v2_rr_0010457,False,routine_legitimate,2011-11-12T21:33:52.752939912Z,consistent
v2_rr_0010458,False,routine_legitimate,2011-11-14T22:12:33.760695223Z,consistent
v2_rr_0010459,False,routine_legitimate,2011-11-11T22:41:48.083011626Z,consistent
v2_rr_0010460,True,repeated_claim_pattern,2011-11-08T23:45:38.322898279Z,inconsistent
v2_rr_0010461,False,routine_legitimate,2011-11-08T00:43:48.810932548Z,consistent
v2_rr_0010462,False,routine_legitimate,2011-11-13T01:24:03.374686946Z,evidence_inconclusive
v2_rr_0010463,False,genuine_product_defect_burst,2011-11-14T03:39:16.115825559Z,consistent
v2_rr_0010464,False,routine_legitimate,2011-11-11T03:50:46.748673254Z,consistent
v2_rr_0010465,False,routine_legitimate,2011-11-12T04:12:50.210861964Z,consistent
v2_rr_0010466,False,routine_legitimate,2011-11-08T04:29:59.925995989Z,consistent
v2_rr_0010467,True,peer_deviation,2011-11-14T04:46:32.977943067Z,inconsistent
v2_rr_0010468,False,routine_legitimate,2011-11-06T06:55:23.985350249Z,consistent
v2_rr_0010469,False,high_value_loyal_customer,2011-11-06T06:59:55.527517101Z,consistent
v2_rr_0010470,False,routine_legitimate,2011-11-10T09:13:21.268434219Z,consistent
v2_rr_0010471,False,routine_legitimate,2011-11-09T09:36:53.533897213Z,consistent
v2_rr_0010472,False,routine_legitimate,2011-11-14T11:00:19.616355062Z,consistent
v2_rr_0010473,False,routine_legitimate,2011-11-15T14:23:07.356117081Z,consistent
v2_rr_0010474,False,routine_legitimate,2011-11-13T17:45:51.446319277Z,consistent
v2_rr_0010475,True,claim_timing,2011-11-14T18:08:00.395161412Z,inconsistent
v2_rr_0010476,False,routine_legitimate,2011-11-14T18:36:56.152283601Z,consistent
v2_rr_0010477,False,routine_legitimate,2011-11-08T02:14:00.487427006Z,consistent
v2_rr_0010478,False,routine_legitimate,2011-11-10T03:23:33.748433607Z,consistent
v2_rr_0010479,False,routine_legitimate,2011-11-08T04:19:04.233147458Z,consistent
v2_rr_0010480,False,first_time_refund,2011-11-10T05:44:54.792437508Z,inconsistent
v2_rr_0010481,True,claim_reason_inconsistency,2011-11-14T06:33:37.672265205Z,inconsistent
v2_rr_0010482,False,cold_start_customer,2011-11-07T07:03:32.015506252Z,consistent
v2_rr_0010483,False,unusual_legitimate_purchase,2011-11-08T07:46:01.317385066Z,inconsistent
v2_rr_0010484,False,missing_evidence,2011-11-11T08:35:34.720795418Z,evidence_inconclusive
v2_rr_0010485,False,verifier_unavailable,2011-11-09T08:51:28.748736159Z,verifier_unavailable
v2_rr_0010486,False,routine_legitimate,2011-11-12T09:26:04.597963454Z,consistent
v2_rr_0010487,False,genuine_product_defect_burst,2011-11-12T09:27:12.996911149Z,inconsistent
v2_rr_0010488,False,high_value_loyal_customer,2011-11-08T09:28:12.506405682Z,consistent
v2_rr_0010489,False,routine_legitimate,2011-11-14T15:41:10.016189155Z,inconsistent
v2_rr_0010490,False,routine_legitimate,2011-11-08T16:48:16.395944636Z,evidence_inconclusive
v2_rr_0010491,True,supporting_entity_pattern,2011-11-12T17:45:40.742555943Z,inconsistent
v2_rr_0010492,True,cross_category_escalation,2011-11-12T20:45:50.665328054Z,consistent
